___stockid,stkname,cl,minbw_dte,minbw,sqdays,price,dte,rmk,web,model,flgbasic
4107,______,2,NULL,0,0,54.7,'2013/09/13',NULL,NULL,NULL,'N'
4108,______,1,'2013/04/03',0.064561296,42,40.6,'2013/09/13',NULL,NULL,'3.1a;5.2','N'
4109,______,2,NULL,0,0,23.65,'2013/09/13',NULL,NULL,'5.2','N'
4111,______,2,NULL,0,0,29,'2013/09/13',NULL,NULL,'5.2','N'
4113,______,2,NULL,0,0,23.25,'2013/09/13',NULL,NULL,'5.1','N'
4114,______,2,NULL,0,0,40.2,'2013/09/13',NULL,NULL,'3.1a;5.2','N'
4116,_________,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4119,______,1,NULL,0,0,72.7,'2013/09/13',NULL,NULL,NULL,'N'
4120,______,2,NULL,0,0,99.2,'2013/09/13',NULL,NULL,NULL,'N'
4121,______,2,'2013/03/29',0.079375535,26,19.25,'2013/09/13',NULL,NULL,NULL,'N'
4123,______,2,NULL,0,0,57.2,'2013/09/13',NULL,NULL,NULL,'N'
4126,______,2,NULL,0,0,101,'2013/09/13',NULL,'http://www.wretch.cc/blog/eagle99/11079829',NULL,'N'
4127,______,2,'2013/03/29',0.088149772,53,24.8,'2013/09/13',NULL,NULL,'5.1a','N'
4128,______,2,'2013/04/26',0.036657865,43,32.7,'2013/09/13','______________________________________________________2_________________________________________________________________________________________________________WH-1________________________________________________',NULL,'5.2','N'
4129,______,2,'2013/04/17',0.063000202,59,43.45,'2013/09/13',NULL,NULL,NULL,'N'
4130,______,2,NULL,0,0,45.6,'2013/09/13',NULL,NULL,NULL,'N'
4131,______,2,NULL,0,0,8.34,'2013/09/13',NULL,NULL,NULL,'N'
4133,_________,1,'2013/03/29',0.047938614,19,47.4,'2013/09/13',NULL,NULL,NULL,'N'
4137,F-______,1,'2014/02/07',0.246403311,0,0,NULL,NULL,NULL,NULL,NULL
4138,______,2,NULL,0,0,74.6,'2013/09/13',NULL,NULL,NULL,'N'
4139,F-______,2,NULL,0,0,79.2,'2013/09/13',NULL,NULL,NULL,'N'
4141,F-______,1,NULL,0,0,49.15,'2013/09/13',NULL,NULL,NULL,'N'
4142,_________,1,NULL,0,0,41.2,'2013/09/13',NULL,NULL,NULL,'N'
4144,F-______,1,NULL,0,0,76.7,'2013/09/13',NULL,NULL,NULL,'N'
4147,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4152,_________,2,NULL,0,0,339.5,'2013/09/13',NULL,NULL,NULL,NULL
4153,______,2,NULL,0,0,63.6,'2013/09/13',NULL,NULL,NULL,NULL
4154,F-______,2,NULL,0,0,29.7,'2013/09/13',NULL,NULL,NULL,'N'
4157,F*______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4160,______,2,NULL,0,0,34.7,'2013/09/13',NULL,NULL,NULL,NULL
4161,_________,2,NULL,0,0,53.8,'2013/09/13',NULL,NULL,NULL,NULL
4162,______,2,NULL,0,0,235.5,'2013/09/13',NULL,NULL,NULL,NULL
4163,______,2,NULL,0,0,136,'2013/09/13',NULL,NULL,NULL,NULL
4164,_________,1,NULL,0,0,91,'2013/09/13',NULL,NULL,NULL,NULL
4167,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4168,______,2,NULL,0,0,140,'2013/09/13',NULL,NULL,NULL,NULL
4171,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4173,______,2,'2014/02/07',0.184418365,0,0,NULL,NULL,NULL,NULL,NULL
4174,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4175,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4180,_________,2,'2014/02/07',0.178913991,0,0,NULL,NULL,NULL,NULL,NULL
4188,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4190,F-______,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4192,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4198,_________,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4205,______,2,NULL,0,0,41.25,'2013/09/13',NULL,NULL,NULL,'N'
4207,______,2,NULL,0,0,19.5,'2013/09/13',NULL,NULL,NULL,'N'
4303,______,2,NULL,0,0,8,'2013/09/13',NULL,NULL,NULL,'N'
4304,______,2,NULL,0,0,7.97,'2013/09/13',NULL,NULL,NULL,'N'
4305,______,2,NULL,0,0,27.2,'2013/09/13',NULL,NULL,NULL,'N'
4306,______,1,NULL,0,0,24.1,'2013/09/13',NULL,NULL,NULL,'N'
4401,_________,2,NULL,0,0,85.8,'2013/09/13',NULL,NULL,'5.1','N'
4402,______,2,NULL,0,0,10.4,'2013/09/13',NULL,NULL,'5.2','N'
4406,_________,2,NULL,0,0,7.6,'2013/09/13',NULL,NULL,NULL,'N'
4408,______,2,NULL,0,0,1.12,'2011/08/08',NULL,NULL,NULL,'X'
4413,______,2,NULL,0,0,6.31,'2013/09/13',NULL,NULL,NULL,'X'
4414,______,1,NULL,0,0,13.1,'2013/09/13',NULL,NULL,NULL,'N'
4415,_________,2,NULL,0,0,16.1,'2011/11/04',NULL,NULL,NULL,'X'
4416,______,2,NULL,0,0,99.7,'2013/09/13',NULL,NULL,NULL,'N'
4417,______,2,NULL,0,0,17.25,'2013/09/13',NULL,NULL,'5.1','N'
4419,______,2,NULL,0,0,11.65,'2013/09/13','___________________________________________________3/20_____________________DMI++______KD+',NULL,NULL,'N'
4420,______,2,NULL,0,0,29.05,'2013/09/13',NULL,NULL,NULL,'N'
4426,______,2,NULL,0,0,30.3,'2013/09/13',NULL,NULL,NULL,'N'
4429,______,2,NULL,0,0,27.35,'2013/09/13',NULL,NULL,NULL,'N'
4430,______,2,NULL,0,0,39.55,'2013/09/13',NULL,NULL,NULL,'N'
4432,_________,2,NULL,0,0,75,'2013/09/13',NULL,NULL,NULL,NULL
4433,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4502,______,2,'2013/09/13',0,0,0,'2013/09/13',NULL,NULL,NULL,'N'
4503,______,2,NULL,0,0,8.21,'2013/09/13',NULL,NULL,NULL,'N'
4506,______,2,NULL,0,0,21.25,'2013/09/13',NULL,NULL,NULL,'N'
4510,______,2,NULL,0,0,15.9,'2013/09/13',NULL,NULL,NULL,'N'
4513,______,2,NULL,0,0,9.57,'2013/09/13',NULL,NULL,NULL,'N'
4523,______,2,NULL,0,0,29.45,'2013/09/13',NULL,NULL,NULL,'N'
4526,______,1,'2013/04/26',0.040831492,62,24.15,'2013/09/13',NULL,NULL,'3.1;5.2','N'
4527,_________,2,NULL,0,0,20.2,'2013/09/13',NULL,NULL,NULL,'N'
4528,_________,2,NULL,0,0,25.85,'2013/09/13',NULL,NULL,'5.1','N'
4529,______,2,NULL,0,0,17.25,'2013/09/13',NULL,NULL,NULL,'N'
4530,______,2,'2013/09/13',0,0,0,'2013/09/13',NULL,NULL,NULL,'N'
4532,______,1,NULL,0,0,25.3,'2013/09/13',NULL,NULL,NULL,'N'
4533,_________,2,'2013/04/24',0.030047213,41,14,'2013/09/13',NULL,NULL,NULL,'N'
4534,______,2,NULL,0,0,12.5,'2013/09/13',NULL,NULL,NULL,'N'
4535,______,2,NULL,0,0,39.35,'2013/09/13',NULL,NULL,NULL,'N'
4536,______,1,'2014/02/07',0.061309162,0,0,NULL,NULL,NULL,NULL,NULL
4541,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4542,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4549,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4550,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4551,_________,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4555,______,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4556,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4557,F-______,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4609,______,2,NULL,0,0,11.2,'2013/09/13',NULL,NULL,NULL,'N'
4702,_________,2,NULL,0,0,22.4,'2013/09/13',NULL,NULL,NULL,'N'
4703,_________,2,NULL,0,0,20.4,'2013/09/13',NULL,NULL,NULL,'N'
4706,______,2,NULL,0,0,15.8,'2013/09/13',NULL,NULL,'5.2','N'
4707,______,2,NULL,0,0,10.25,'2013/09/13',NULL,NULL,NULL,'N'
4711,______,2,NULL,0,0,16.3,'2013/09/13',NULL,NULL,NULL,'N'
4712,______,2,NULL,0,0,32.7,'2013/09/13',NULL,NULL,'3.1a;5.2','N'
4714,______,2,NULL,0,0,11.8,'2013/09/13',NULL,NULL,NULL,'N'
4716,______,2,NULL,0,0,17.65,'2013/09/13',NULL,NULL,NULL,'N'
4720,______,2,NULL,0,0,14.5,'2013/09/13',NULL,NULL,'3.2;5.2a','N'
4721,_________,2,NULL,0,0,19.85,'2013/09/13',NULL,NULL,NULL,'N'
4722,_________,2,NULL,0,0,27.9,'2013/09/13',NULL,NULL,NULL,'N'
4725,_________,1,NULL,0,0,31.6,'2013/09/13',NULL,NULL,'5.1','N'
4726,______,2,'2014/02/07',0.27954182,0,0,NULL,NULL,NULL,NULL,NULL
4728,______,2,NULL,0,0,39.1,'2013/09/13',NULL,NULL,NULL,'N'
4729,______,2,NULL,0,0,11.15,'2013/09/13',NULL,NULL,'3.1a;3.2','N'
4733,______,2,'2013/04/22',0.034394122,54,47,'2013/09/13',NULL,NULL,NULL,'N'
4735,______,2,NULL,0,0,19.35,'2013/09/13',NULL,NULL,NULL,'N'
4736,______,2,NULL,0,0,78.3,'2013/09/13',NULL,NULL,NULL,'N'
4737,______,1,NULL,0,0,67.7,'2013/09/13',NULL,NULL,NULL,'N'
4739,______,2,NULL,0,0,19.9,'2013/09/13',NULL,NULL,NULL,'N'
4743,______,2,NULL,0,0,49.1,'2013/09/13',NULL,NULL,NULL,'N'
4745,F-______,2,NULL,0,0,76.8,'2013/09/13',NULL,NULL,NULL,NULL
4746,______,1,NULL,0,0,58,'2013/09/13',NULL,NULL,NULL,'N'
4747,______,2,'2014/02/07',0.181575177,0,0,NULL,NULL,NULL,NULL,NULL
4755,_________,1,'2014/02/07',0.048964943,0,0,NULL,NULL,NULL,NULL,NULL
4762,F-______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4763,F-______,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4801,_________,2,NULL,0,0,25,'2013/04/26',NULL,NULL,NULL,'N'
4803,F-VHQ,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4804,F-______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4903,_________,2,NULL,0,0,10.6,'2013/09/13',NULL,NULL,NULL,'N'
4904,______,1,'2013/04/16',0.032559534,35,74,'2013/09/13',NULL,NULL,NULL,'N'
4905,_________,2,'2013/03/21',0.027409812,34,21.6,'2013/09/13',NULL,NULL,'5.1','N'
4906,______,1,NULL,0,0,30.9,'2013/09/13','__________________',NULL,NULL,'N'
4907,______,2,NULL,0,0,13.6,'2013/09/13',NULL,NULL,NULL,'N'
4908,______,2,'2013/03/11',0.041281542,46,22.8,'2013/09/13',NULL,NULL,NULL,'N'
4909,_________,2,NULL,0,0,32.65,'2013/09/13',NULL,NULL,NULL,'N'
4911,______,2,NULL,0,0,57.2,'2013/09/13',NULL,NULL,NULL,'N'
4912,F-______,2,NULL,0,0,51.3,'2013/09/13',NULL,NULL,NULL,'N'
4915,______,1,NULL,0,0,22.55,'2013/09/13',NULL,NULL,NULL,NULL
4916,_________,1,'2014/02/07',0.252813975,0,0,NULL,NULL,NULL,NULL,NULL
4919,______,1,NULL,0,0,26.25,'2013/09/13',NULL,NULL,NULL,'N'
4924,F-______,2,NULL,0,0,18.7,'2013/09/13',NULL,NULL,NULL,'N'
4927,F-______,2,'2013/03/13',0.044872993,33,32.1,'2013/09/13',NULL,NULL,NULL,'N'
4930,_________,1,NULL,0,0,11.1,'2013/09/13',NULL,NULL,NULL,'N'
4933,______,2,NULL,0,0,81.8,'2013/09/13',NULL,NULL,NULL,'N'
4934,______,1,NULL,0,0,14.4,'2013/09/13',NULL,NULL,NULL,'N'
4935,F-______,1,NULL,0,0,30,'2013/09/13',NULL,NULL,NULL,'N'
4938,______,1,NULL,0,0,41.15,'2013/09/13',NULL,NULL,NULL,'N'
4939,______,2,NULL,0,0,17.1,'2013/09/13',NULL,NULL,NULL,'N'
4942,______,1,NULL,0,0,36,'2013/09/13',NULL,NULL,NULL,'N'
4944,______,2,'2013/02/27',0.093943744,47,25.5,'2013/09/13',NULL,NULL,NULL,'N'
4946,______,2,NULL,0,0,49.5,'2013/09/13',NULL,NULL,NULL,'N'
4947,F-______,2,NULL,0,0,166.5,'2013/09/13',NULL,NULL,NULL,'N'
4950,______,2,NULL,0,0,13.95,'2013/09/13',NULL,NULL,NULL,'N'
4952,______,1,NULL,0,0,30.7,'2013/09/13',NULL,NULL,NULL,'N'
4953,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4956,______,1,'2013/02/22',0.07653118,20,21.95,'2013/09/13',NULL,NULL,NULL,'N'
4958,F-______,1,NULL,0,0,71.1,'2013/09/13',NULL,NULL,NULL,'N'
4960,_________,1,NULL,0,0,33.4,'2013/09/13',NULL,NULL,NULL,'N'
4965,_________,2,NULL,0,0,163,'2013/09/13',NULL,NULL,NULL,'N'
4966,F-______,2,NULL,0,0,210.5,'2013/09/13',NULL,NULL,NULL,'N'
4968,______,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4971,F-IET,2,NULL,0,0,62.4,'2013/09/13',NULL,NULL,NULL,NULL
4972,______,2,NULL,0,0,26.9,'2013/09/13',NULL,NULL,NULL,NULL
4973,______,2,NULL,0,0,39.65,'2013/09/13',NULL,NULL,NULL,NULL
4974,______,2,NULL,0,0,39.5,'2013/09/13',NULL,NULL,NULL,'N'
4976,______,1,NULL,0,0,31.85,'2013/09/13',NULL,NULL,NULL,NULL
4977,F-______,1,'2014/02/07',0.243107465,0,0,NULL,NULL,NULL,NULL,NULL
4979,_________,2,NULL,0,0,42.15,'2013/09/13',NULL,NULL,NULL,'N'
4984,F-______,1,NULL,0,0,48.5,'2013/09/13',NULL,NULL,NULL,'N'
4987,______,2,NULL,0,0,58.4,'2013/09/13',NULL,NULL,NULL,'N'
4991,F-______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4994,______,2,NULL,0,0,147,'2013/09/13',NULL,NULL,NULL,'N'
4995,______,2,NULL,0,0,19.3,'2013/09/13',NULL,NULL,NULL,'N'
4999,______,1,NULL,0,0,49.55,'2013/09/13',NULL,NULL,NULL,NULL
5007,______,2,NULL,0,0,66.9,'2013/09/13',NULL,NULL,NULL,'N'
5009,______,2,'2013/03/26',0.042918455,57,19.5,'2013/09/13','DMI++;15.05___97/11/04____________123________________________12.1________________________',NULL,NULL,'N'
5011,______,2,NULL,0,0,19.75,'2013/09/13',NULL,NULL,NULL,'N'
5013,______,2,'2013/03/15',0.030763967,46,13,'2013/09/13',NULL,NULL,'5.2','N'
5014,______,2,NULL,0,0,7.16,'2013/09/13',NULL,NULL,NULL,'N'
5015,______,2,'2013/04/16',0.02758087,51,16.3,'2013/09/13',NULL,NULL,NULL,'N'
5016,______,2,NULL,0,0,23.7,'2013/09/13',NULL,NULL,NULL,'N'
5102,______,2,NULL,0,0,14.5,'2013/09/13',NULL,NULL,NULL,'N'
5201,______,2,NULL,0,0,12.45,'2013/09/13',NULL,NULL,NULL,'N'
5202,______,2,NULL,0,0,5.69,'2013/09/13',NULL,NULL,'2.3','N'
5203,______,1,NULL,0,0,83,'2013/09/13',NULL,NULL,'4.2','N'
5204,______,2,NULL,0,0,2.79,'2011/08/01',NULL,NULL,NULL,'X'
5205,______,2,NULL,0,0,4.4,'2013/09/13',NULL,NULL,NULL,'N'
5206,______,2,NULL,0,0,16.8,'2013/09/13',NULL,NULL,NULL,'N'
5209,______,2,NULL,0,0,49.3,'2013/09/13',NULL,NULL,NULL,'N'
5210,______,2,NULL,0,0,8.98,'2013/09/13',NULL,NULL,NULL,'N'
5211,______,2,NULL,0,0,23.75,'2013/09/13',NULL,NULL,'5.2','N'
5212,______,2,NULL,0,0,12.5,'2013/09/13',NULL,NULL,NULL,'N'
5213,______,2,NULL,0,0,23.15,'2013/09/13',NULL,NULL,'5.1','N'
5215,F-______,1,NULL,0,0,27.7,'2013/09/13',NULL,NULL,NULL,'N'
5225,F-______,1,NULL,0,0,74.7,'2013/09/13',NULL,NULL,NULL,NULL
5227,F-______,2,'2014/02/07',0.138733732,0,0,NULL,NULL,NULL,NULL,NULL
5230,_________,2,NULL,0,0,89.7,'2013/09/13',NULL,NULL,NULL,NULL
5234,______,1,'2013/04/26',0.089571192,50,60,'2013/09/13',NULL,NULL,NULL,NULL
5243,F-______,1,'2014/02/07',0.132109407,0,0,NULL,NULL,NULL,NULL,NULL
5245,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
5251,_________,2,NULL,0,0,76.5,'2013/09/13',NULL,NULL,NULL,NULL
5255,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
5259,______,1,'2014/02/07',0.169819873,0,0,NULL,NULL,NULL,NULL,NULL
5261,______,2,'2014/02/07',0.329586422,0,0,NULL,NULL,NULL,NULL,NULL
5263,______,2,NULL,0,0,73.5,'2013/09/13',NULL,NULL,NULL,NULL
5264,F-______,1,NULL,0,0,152.5,'2013/09/13',NULL,NULL,NULL,NULL
5266,F*AS,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
5269,______,1,NULL,0,0,39.8,'2013/09/13',NULL,NULL,NULL,NULL
5272,______,2,NULL,0,0,46,'2013/09/13',NULL,NULL,NULL,NULL
5274,______,2,NULL,0,0,170,'2013/09/13',NULL,NULL,NULL,NULL
5276,F-______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
5278,______,2,NULL,0,0,133.5,'2013/09/13',NULL,NULL,NULL,NULL
5280,F-______,1,'2014/02/07',0.188501451,0,0,NULL,NULL,NULL,NULL,NULL
5284,F-jpp,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
5285,______,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
5287,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
5288,F-______,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
5289,______,2,'2014/02/07',0.087166429,0,0,NULL,NULL,NULL,NULL,NULL
5291,______,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
5301,______,2,'2013/09/13',0,0,0,'2013/09/13',NULL,NULL,NULL,'N'
5302,______,2,NULL,0,0,7.61,'2013/09/13',NULL,NULL,NULL,'N'
5304,_________,2,NULL,0,0,3.12,'2013/09/13',NULL,NULL,NULL,'N'
5305,______,1,NULL,0,0,17.1,'2013/09/13',NULL,NULL,NULL,'N'
5306,______,2,NULL,0,0,120,'2013/09/13',NULL,NULL,NULL,'N'
5309,______,2,NULL,0,0,11.4,'2013/09/13',NULL,NULL,NULL,'N'
5310,______,2,NULL,0,0,29.7,'2013/09/13',NULL,NULL,NULL,'N'
5312,_________,2,NULL,0,0,100,'2013/09/13',NULL,NULL,NULL,'N'
5314,______,2,NULL,0,0,8.01,'2013/09/13',NULL,NULL,NULL,'N'
5315,______,2,NULL,0,0,3.5,'2013/09/13',NULL,NULL,NULL,'N'
5317,______,2,NULL,0,0,8.17,'2013/09/13',NULL,NULL,'2.1a;5.1','N'
5318,______,2,NULL,0,0,3.73,'2012/11/05',NULL,NULL,NULL,'X'
5321,______,2,NULL,0,0,6.8,'2013/09/13',NULL,NULL,NULL,'X'
5324,______,2,NULL,0,0,57.6,'2013/09/13',NULL,NULL,NULL,'N'
5326,______,2,NULL,0,0,9.5,'2013/09/13',NULL,NULL,NULL,'N'
5328,______,2,NULL,0,0,7.94,'2013/09/13',NULL,NULL,NULL,'N'
5340,______,2,'2013/04/15',0.035874722,53,4.47,'2013/09/13',NULL,NULL,NULL,'N'
5344,______,2,NULL,0,0,9.89,'2013/09/13',NULL,NULL,NULL,'N'
5345,______,2,NULL,0,0,6,'2013/09/13',NULL,NULL,NULL,'N'
5346,______,2,NULL,0,0,0.29,'2012/12/10','_____________________________________________1_______________________________________________________________4.45_____________________________________________',NULL,NULL,'X'
5347,______,2,NULL,0,0,34.5,'2013/09/13',"'LCD,LED______IC'",NULL,NULL,'N'
5348,______,2,NULL,0,0,11.25,'2013/09/13',NULL,NULL,NULL,'N'
5349,______,2,NULL,0,0,37.5,'2013/09/13',NULL,NULL,'2.3','N'
5351,______,2,NULL,0,0,12.15,'2013/09/13',NULL,NULL,'3.1','N'
5353,______,2,NULL,0,0,11.15,'2013/09/13',NULL,NULL,'3.1','N'
5355,______,2,NULL,0,0,14.9,'2013/09/13',NULL,NULL,'3.1','N'
5356,______,2,NULL,0,0,55.1,'2013/09/13',NULL,NULL,'5.1','N'
5364,______,2,NULL,0,0,2.28,'2013/09/13',NULL,NULL,NULL,'N'
5371,_________,2,'2013/04/19',0.051445133,34,24.75,'2013/09/13',NULL,NULL,'5.1','N'
5381,______,2,NULL,0,0,2.95,'2013/09/13',NULL,NULL,NULL,'X'
5383,______,2,NULL,0,0,11.35,'2013/09/13',NULL,NULL,NULL,'N'
5384,______,2,NULL,0,0,10.6,'2013/09/13',NULL,NULL,'3.1','N'
5386,______,2,NULL,0,0,22.85,'2013/09/13',NULL,NULL,NULL,'N'
5387,______,2,NULL,0,0,0.34,'2011/09/05',NULL,NULL,NULL,'X'
5388,______,1,NULL,0,0,42,'2013/09/13',NULL,NULL,NULL,'N'
5392,______,2,NULL,0,0,49.1,'2013/09/13',NULL,NULL,NULL,'N'
5395,______,2,'2013/09/13',0,0,0,'2013/09/13',NULL,NULL,NULL,'N'
5398,______,2,NULL,0,0,22.7,'2013/09/13',NULL,NULL,NULL,'N'
5403,______,2,NULL,0,0,23.7,'2013/09/13',NULL,NULL,NULL,'N'
5410,______,2,NULL,0,0,12.15,'2013/09/13',NULL,NULL,NULL,'N'
5425,______,2,NULL,0,0,23.75,'2013/09/13',NULL,NULL,NULL,'N'
5426,______,2,NULL,0,0,12.6,'2013/09/13',NULL,NULL,NULL,'N'
5432,______,2,NULL,0,0,16.95,'2013/09/13',NULL,NULL,NULL,'N'
5434,______,1,NULL,0,0,49.5,'2013/09/13',NULL,NULL,'2.3;3.1','N'
5438,______,2,NULL,0,0,9.92,'2013/09/13',NULL,NULL,NULL,'N'
5439,______,2,NULL,0,0,17.7,'2013/09/13',NULL,NULL,NULL,'N'
5443,______,2,NULL,0,0,11.1,'2013/09/13',NULL,NULL,NULL,'N'
5450,______,2,NULL,0,0,17.75,'2013/09/13',NULL,NULL,NULL,'N'
5452,______,2,NULL,0,0,11.45,'2013/09/13',NULL,NULL,NULL,'N'
5455,_________,2,NULL,0,0,1.77,'2013/09/13',NULL,NULL,NULL,'N'
5457,______,2,'2013/04/16',0.054797933,35,18.3,'2013/09/13',NULL,NULL,NULL,'N'
5460,______,2,NULL,0,0,11,'2013/09/13',NULL,NULL,NULL,'N'
5464,______,2,NULL,0,0,20.95,'2013/09/13',NULL,NULL,NULL,'N'
5465,______,2,NULL,0,0,6.88,'2013/09/13',NULL,NULL,NULL,'N'
5466,______,2,NULL,0,0,15.5,'2013/09/13',NULL,NULL,NULL,'N'
5467,_________,2,NULL,0,0,2.67,'2013/09/13',NULL,NULL,NULL,'N'
5468,______,2,NULL,0,0,8.18,'2013/09/13',NULL,NULL,NULL,'N'
5469,_________,1,NULL,0,0,11.75,'2013/09/13','______________________________',NULL,'3.1','N'
5471,______,1,'2013/03/11',0.023468198,19,38.9,'2013/09/13',NULL,NULL,NULL,'N'
5474,______,2,NULL,0,0,43.5,'2013/09/13',NULL,NULL,NULL,'N'
5475,______,2,NULL,0,0,6.81,'2013/09/13',NULL,NULL,'3.1;5.2','N'
5478,______,2,NULL,0,0,61.6,'2013/09/13',NULL,NULL,NULL,'N'
5480,______,2,NULL,0,0,19.85,'2013/09/13',NULL,NULL,NULL,'N'
5481,______,2,NULL,0,0,9.39,'2013/09/13',NULL,NULL,NULL,'N'
5483,_________,2,NULL,0,0,38.7,'2013/09/13',NULL,NULL,'3.1','N'
5484,______,1,NULL,0,0,11.2,'2013/09/13',NULL,NULL,NULL,'N'
5487,______,2,NULL,0,0,18.8,'2013/09/13',NULL,NULL,NULL,'X'
5488,______,2,'2013/04/26',0.048757912,55,6,'2013/09/13',NULL,NULL,'3.1a;3.2','N'
5489,______,2,NULL,0,0,61.2,'2013/09/13',NULL,NULL,'4.2','N'
5490,______,2,NULL,0,0,37.1,'2013/09/13',NULL,NULL,'5.1','N'
5491,______,2,NULL,0,0,9.95,'2013/09/13',NULL,NULL,NULL,'N'
5493,______,2,NULL,0,0,28.65,'2013/09/13',NULL,NULL,NULL,'N'
5498,______,2,NULL,0,0,7.18,'2013/09/13',NULL,NULL,'3.1','N'
5505,______,2,NULL,0,0,17,'2013/09/13',NULL,NULL,'5.1','N'
5506,______,2,NULL,0,0,8.47,'2013/09/13',NULL,NULL,'3.1','N'
5508,_________,2,NULL,0,0,67.8,'2013/09/13',NULL,NULL,NULL,'N'
5511,______,2,NULL,0,0,26.9,'2013/09/13',NULL,NULL,NULL,'N'
5512,______,2,NULL,0,0,12.85,'2013/09/13',NULL,NULL,'3.1a','N'
5514,______,2,NULL,0,0,24.3,'2013/09/13',NULL,NULL,NULL,'N'
5515,______,1,NULL,0,0,13.95,'2013/09/13',NULL,NULL,NULL,'N'
5516,______,2,NULL,0,0,13.55,'2013/09/13',NULL,NULL,NULL,'N'
5519,______,2,NULL,0,0,29.15,'2013/09/13',NULL,NULL,NULL,'N'
5520,______,2,'2013/09/13',0,0,0,'2013/09/13',NULL,NULL,NULL,'N'
5521,______,2,NULL,0,0,13.5,'2013/09/13',NULL,NULL,NULL,'N'
5522,______,1,NULL,0,0,55,'2013/09/13',NULL,NULL,'3.1a;4.2','N'
5523,______,2,NULL,0,0,12.2,'2013/09/13',NULL,NULL,NULL,'N'
5525,______,1,NULL,0,0,19.15,'2013/09/13',NULL,NULL,NULL,'N'
5529,______,2,NULL,0,0,29,'2013/09/13',NULL,NULL,NULL,'N'
5530,______,2,NULL,0,0,91.3,'2013/09/13',NULL,NULL,'5.2','N'
5531,______,1,NULL,0,0,22.85,'2013/09/13',NULL,NULL,NULL,'N'
5533,______,1,NULL,0,0,19.3,'2013/09/13',NULL,NULL,NULL,'N'
5534,______,1,NULL,0,0,99,'2013/09/13',NULL,NULL,NULL,'N'
5536,______,2,NULL,0,0,116,'2013/09/13',NULL,NULL,NULL,'N'
5538,F-______,1,'2014/02/07',0.124623557,0,0,NULL,NULL,NULL,NULL,NULL
5601,_________,2,NULL,0,0,27.9,'2013/09/13',NULL,NULL,NULL,'N'
5603,______,2,NULL,0,0,9.44,'2013/09/13',NULL,NULL,NULL,'N'
5604,_________,2,NULL,0,0,26,'2013/09/13',NULL,NULL,NULL,'N'
5607,_________,1,NULL,0,0,20.8,'2013/09/13',NULL,NULL,NULL,'N'
5608,_________,1,NULL,0,0,21.3,'2013/09/13','2/11_____________________________________________',NULL,'3.1;5.2','N'
5609,_________,2,'2013/04/11',0.024193898,45,17.3,'2013/09/13','____________',NULL,NULL,'N'
5701,_________,2,'2013/02/06',0.055647928,9,4,'2013/04/26',NULL,NULL,NULL,'N'
5703,______,2,NULL,0,0,25.15,'2013/09/13',NULL,NULL,NULL,'N'
5704,_________,2,NULL,0,0,21,'2013/09/13',NULL,NULL,NULL,'N'
5706,______,2,NULL,0,0,58.5,'2013/09/13',NULL,NULL,NULL,'N'
5820,_________,2,NULL,0,0,8.5,'2013/09/13',NULL,NULL,NULL,'N'
