stockid,stkname,cl,minbw_dte,minbw,sqdays,price,dte,rmk,web,model,flgbasic
3523,迎輝,2,NULL,0,0,20.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3526,凡甲,2,NULL,0,0,23.35,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
3527,聚積,2,NULL,0,0,70.4,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
3528,安馳,2,NULL,0,0,27.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3529,力旺,2,NULL,0,0,74.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3531,先益,2,NULL,0,0,23,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3532,台勝科,1,NULL,0,0,29.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3533,嘉澤,1,NULL,0,0,70.8,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
3534,雷凌,1,NULL,0,0,102.5,2011-09-22 00:00:00.000,NULL,NULL,5.1,X
3535,晶彩科,1,2013-03-15 00:00:00.000,0.0719243389380906,42,10.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3536,誠創,1,NULL,0,0,7.16,2013-09-13 00:00:00.000,疑似三角形,NULL,NULL,N
3537,堡達,2,NULL,0,0,28.5,2013-09-13 00:00:00.000,NULL,NULL,4.2;5.2,N
3540,曜越,2,NULL,0,0,17,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3541,西柏,2,NULL,0,0,33.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3545,旭曜,1,NULL,0,0,59,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3546,宇峻,2,2013-04-01 00:00:00.000,0.0310071031263386,14,47.6,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
3548,兆利,2,NULL,0,0,24.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3550,聯穎,1,NULL,0,0,14.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3551,世禾,2,NULL,0,0,54.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3552,同致,2,NULL,0,0,82,2013-09-13 00:00:00.000,NULL,NULL,3.1;5.2,N
3553,力積,2,NULL,0,0,23.9,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3555,擎泰,2,NULL,0,0,11.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3556,禾瑞亞,2,NULL,0,0,103.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3557,嘉威,1,NULL,0,0,8.59,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3558,神準,2,2014-02-07 00:00:00.000,0.0978386424644384,0,0,NULL,NULL,NULL,NULL,NULL
3559,全智科,1,2013-03-29 00:00:00.000,0.0432588596236617,66,16.05,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
3561,昇陽科,1,NULL,0,0,19,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
3562,頂晶科,2,NULL,0,0,6.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3563,牧德,2,NULL,0,0,75.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3564,其陽,2,2014-02-07 00:00:00.000,0.284917505528992,0,0,NULL,NULL,NULL,NULL,NULL
3567,逸昌,2,NULL,0,0,9.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3570,大塚,2,NULL,0,0,124,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3573,穎台,1,NULL,0,0,34.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3576,新日光,1,NULL,0,0,26.05,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3577,泓格,2,NULL,0,0,28.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3579,尚志,1,2013-03-04 00:00:00.000,0.0798523651188798,26,21.75,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
3580,友威科,2,NULL,0,0,6.61,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3581,博磊,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3582,凌耀,2,NULL,0,0,135,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3583,辛耘,1,2013-04-12 00:00:00.000,0.160098613940178,42,54.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
3584,介面,1,NULL,0,0,25.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3587,閎康,2,2013-04-16 00:00:00.000,0.0675176110383891,46,64.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3588,通嘉,1,2013-04-26 00:00:00.000,0.0562742425858833,58,41.45,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3591,艾笛森,1,NULL,0,0,36.05,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3593,力銘,1,NULL,0,0,10.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3594,磐儀,2,NULL,0,0,27.75,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
3596,智易,1,NULL,0,0,40.05,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
3598,奕力,1,2013-04-24 00:00:00.000,0.0580475280630775,51,69.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3599,旺能,1,2013-03-06 00:00:00.000,0.0879767409221939,24,14.65,2013-04-26 00:00:00.000,NULL,NULL,NULL,N
3605,宏致,1,NULL,0,0,22.05,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3607,谷崧,1,NULL,0,0,56.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3609,東林,2,NULL,0,0,16,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3611,鼎翰,2,NULL,0,0,158.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3614,誠致,1,2010-08-13 00:00:00.000,0.0848266377832443,22,158.5,2010-09-17 00:00:00.000,NULL,NULL,5.1,X
3615,安可,2,2013-04-03 00:00:00.000,0.0730517369539703,55,46.05,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3617,碩天,1,NULL,0,0,56.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3622,洋華,1,2013-04-03 00:00:00.000,0.0728103334112873,56,38.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3623,富晶通,2,NULL,0,0,15.65,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3624,光頡,2,NULL,0,0,24.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3625,西勝,2,NULL,0,0,11.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3628,盈正,2,NULL,0,0,41.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3629,卓韋,2,NULL,0,0,11.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3630,新鉅科,2,NULL,0,0,103.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3631,晟楠,2,NULL,0,0,44.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3632,研勤,2,NULL,0,0,36.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3638,IML,1,NULL,0,0,75,2013-09-13 00:00:00.000,NULL,NULL,NULL,X
3642,駿熠電,2,NULL,0,0,15.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3645,達邁,1,NULL,0,0,29.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3646,艾恩特,2,NULL,0,0,35.05,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3652,精聯,2,NULL,0,0,17.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3653,健策,1,NULL,0,0,52.2,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
3658,漢微科,2,NULL,0,0,826,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3661,F-世芯,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3662,樂陞,2,NULL,0,0,70.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3663,鑫科,2,NULL,0,0,23.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
3664,F-安瑞,2,NULL,0,0,16.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,X
3665,F-貿聯,1,NULL,0,0,123,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3666,光耀,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3669,圓展,1,NULL,0,0,22.85,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3672,康聯訊,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3673,TPK,1,2013-04-02 00:00:00.000,0.0497262385498007,20,305,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3675,德微,2,2013-02-01 00:00:00.000,0.0893467172656816,40,18.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
3679,新至陞,1,NULL,0,0,40.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3680,家登,2,NULL,0,0,46.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3682,亞太電,1,NULL,0,0,17.45,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
3684,榮昌,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
3685,政翔,2,NULL,0,0,23.75,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3686,達能,1,2013-03-04 00:00:00.000,0.085233662348884,16,12.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3687,歐買尬,2,NULL,0,0,97,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3689,湧德,2,NULL,0,0,79,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
3691,碩禾,2,NULL,0,0,239,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3693,營邦,2,2014-02-07 00:00:00.000,0.138092409150915,0,0,NULL,NULL,NULL,NULL,NULL
3694,海華,1,NULL,0,0,18.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3697,F-晨星,1,NULL,0,0,274,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3698,隆達,1,NULL,0,0,26.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3701,大眾控,1,NULL,0,0,5.08,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3702,大聯大,1,NULL,0,0,35.4,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
3703,欣陸,1,NULL,0,0,10.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3704,合勤控,1,NULL,0,0,13.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3705,永信,1,NULL,0,0,52.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
3706,神達,1,2013-09-13 00:00:00.000,0,0,21,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
3707,漢磊,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4102,永日,2,2013-02-21 00:00:00.000,0.0716382650052744,27,27.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4103,百略,2,NULL,0,0,80,2013-09-13 00:00:00.000,NULL,NULL,NULL,X
4104,佳醫,1,2013-02-19 00:00:00.000,0.042160197540064,26,52.5,2013-09-13 00:00:00.000,NULL,NULL,4.2,N
4105,東洋,2,NULL,0,0,106,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
4106,雃博,1,NULL,0,0,34.85,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4107,邦特,2,NULL,0,0,54.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4108,懷特,1,2013-04-03 00:00:00.000,0.0645612962978705,42,40.6,2013-09-13 00:00:00.000,NULL,NULL,3.1a;5.2,N
4109,加捷,2,NULL,0,0,23.65,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
4111,濟生,2,NULL,0,0,29,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
4113,聯上,2,NULL,0,0,23.25,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
4114,健喬,2,NULL,0,0,40.2,2013-09-13 00:00:00.000,NULL,NULL,3.1a;5.2,N
4116,明基醫,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4119,旭富,1,NULL,0,0,72.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4120,友華,2,NULL,0,0,99.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4121,優盛,2,2013-03-29 00:00:00.000,0.0793755349825942,26,19.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4123,晟德,2,NULL,0,0,57.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4126,太醫,2,NULL,0,0,101,2013-09-13 00:00:00.000,NULL,http://www.wretch.cc/blog/eagle99/11079829,NULL,N
4127,天良,2,2013-03-29 00:00:00.000,0.08814977216025,53,24.8,2013-09-13 00:00:00.000,NULL,NULL,5.1a,N
4128,中天,2,2013-04-26 00:00:00.000,0.0366578650626926,43,32.7,2013-09-13 00:00:00.000,去年在大陸拿到補血劑藥證，由於大陸有2億貧血人口，市場商機龐大；轉投資合一生技其治療糖尿病傷口癒合的植物新藥WH-1明年上半年完成第二期人體臨床試驗,NULL,5.2,N
4129,聯合,2,2013-04-17 00:00:00.000,0.0630002019740595,59,43.45,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4130,健亞,2,NULL,0,0,45.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4131,晶宇,2,NULL,0,0,8.34,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4133,亞諾法,1,2013-03-29 00:00:00.000,0.0479386142260383,19,47.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4137,F-麗豐,1,2014-02-07 00:00:00.000,0.246403311316557,0,0,NULL,NULL,NULL,NULL,NULL
4138,曜亞,2,NULL,0,0,74.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4139,F-馬光,2,NULL,0,0,79.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4141,F-龍燈,1,NULL,0,0,49.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4142,國光生,1,NULL,0,0,41.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4144,F-康聯,1,NULL,0,0,76.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4147,中裕,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4152,台微體,2,NULL,0,0,339.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
4153,鈺緯,2,NULL,0,0,63.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
4154,F-康樂,2,NULL,0,0,29.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4157,F*太景,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4160,創源,2,NULL,0,0,34.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
4161,聿新科,2,NULL,0,0,53.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
4162,智擎,2,NULL,0,0,235.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
4163,鐿鈦,2,NULL,0,0,136,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
4164,承業醫,1,NULL,0,0,91,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
4167,展旺,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4168,醣聯,2,NULL,0,0,140,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
4171,瑞基,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4173,久裕,2,2014-02-07 00:00:00.000,0.184418365002329,0,0,NULL,NULL,NULL,NULL,NULL
4174,浩鼎,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4175,杏一,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4180,安成藥,2,2014-02-07 00:00:00.000,0.178913991032926,0,0,NULL,NULL,NULL,NULL,NULL
4188,安克,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4190,F-佐登,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4192,杏國,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4198,環瑞醫,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4205,恆義,2,NULL,0,0,41.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4207,環泰,2,NULL,0,0,19.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4303,信立,2,NULL,0,0,8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4304,勝昱,2,NULL,0,0,7.97,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4305,世坤,2,NULL,0,0,27.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4306,炎洲,1,NULL,0,0,24.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4401,東隆興,2,NULL,0,0,85.8,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
4402,福大,2,NULL,0,0,10.4,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
4406,新昕纖,2,NULL,0,0,7.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4408,聯明,2,NULL,0,0,1.12,2011-08-08 00:00:00.000,NULL,NULL,NULL,X
4413,飛寶,2,NULL,0,0,6.31,2013-09-13 00:00:00.000,NULL,NULL,NULL,X
4414,如興,1,NULL,0,0,13.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4415,美嘉電,2,NULL,0,0,16.1,2011-11-04 00:00:00.000,NULL,NULL,NULL,X
4416,三圓,2,NULL,0,0,99.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4417,金洲,2,NULL,0,0,17.25,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
4419,松懋,2,NULL,0,0,11.65,2013-09-13 00:00:00.000,不曉得是做什麼的。買點跟停損點是以3/20大量區為依據，DMI++，週KD+,NULL,NULL,N
4420,光明,2,NULL,0,0,29.05,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4426,利勤,2,NULL,0,0,30.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4429,聚紡,2,NULL,0,0,27.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4430,耀億,2,NULL,0,0,39.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4432,銘旺實,2,NULL,0,0,75,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
4433,興采,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4502,源恆,2,2013-09-13 00:00:00.000,0,0,0,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4503,金雨,2,NULL,0,0,8.21,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4506,崇友,2,NULL,0,0,21.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4510,高鋒,2,NULL,0,0,15.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4513,福裕,2,NULL,0,0,9.57,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4523,永彰,2,NULL,0,0,29.45,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4526,東台,1,2013-04-26 00:00:00.000,0.0408314916647101,62,24.15,2013-09-13 00:00:00.000,NULL,NULL,3.1;5.2,N
4527,方土霖,2,NULL,0,0,20.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4528,江興鍛,2,NULL,0,0,25.85,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
4529,力武,2,NULL,0,0,17.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4530,宏易,2,2013-09-13 00:00:00.000,0,0,0,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4532,瑞智,1,NULL,0,0,25.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4533,協易機,2,2013-04-24 00:00:00.000,0.0300472132603088,41,14,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4534,三林,2,NULL,0,0,12.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4535,至興,2,NULL,0,0,39.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4536,拓凱,1,2014-02-07 00:00:00.000,0.0613091622823946,0,0,NULL,NULL,NULL,NULL,NULL
4541,晟田,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4542,科嶠,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4549,桓達,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4550,長佳,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4551,智伸科,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4555,氣立,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4556,旭然,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4557,F-永新,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4609,唐鋒,2,NULL,0,0,11.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4702,中美聯,2,NULL,0,0,22.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4703,美克能,2,NULL,0,0,20.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4706,大恭,2,NULL,0,0,15.8,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
4707,磐亞,2,NULL,0,0,10.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4711,永純,2,NULL,0,0,16.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4712,南璋,2,NULL,0,0,32.7,2013-09-13 00:00:00.000,NULL,NULL,3.1a;5.2,N
4714,永捷,2,NULL,0,0,11.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4716,大立,2,NULL,0,0,17.65,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4720,德淵,2,NULL,0,0,14.5,2013-09-13 00:00:00.000,NULL,NULL,3.2;5.2a,N
4721,美琪瑪,2,NULL,0,0,19.85,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4722,國精化,2,NULL,0,0,27.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4725,信昌化,1,NULL,0,0,31.6,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
4726,永昕,2,2014-02-07 00:00:00.000,0.279541820167,0,0,NULL,NULL,NULL,NULL,NULL
4728,雙美,2,NULL,0,0,39.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4729,熒茂,2,NULL,0,0,11.15,2013-09-13 00:00:00.000,NULL,NULL,3.1a;3.2,N
4733,上緯,2,2013-04-22 00:00:00.000,0.0343941215523862,54,47,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4735,豪展,2,NULL,0,0,19.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4736,泰博,2,NULL,0,0,78.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4737,華廣,1,NULL,0,0,67.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4739,康普,2,NULL,0,0,19.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4743,合一,2,NULL,0,0,49.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4745,F-合富,2,NULL,0,0,76.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
4746,台耀,1,NULL,0,0,58,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4747,強生,2,2014-02-07 00:00:00.000,0.181575176875631,0,0,NULL,NULL,NULL,NULL,NULL
4755,三福化,1,2014-02-07 00:00:00.000,0.0489649432647953,0,0,NULL,NULL,NULL,NULL,NULL
4762,F-三汰,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4763,F-材料,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4801,碼斯特,2,NULL,0,0,25,2013-04-26 00:00:00.000,NULL,NULL,NULL,N
4803,F-VHQ,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4804,F-大略,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4903,聯光通,2,NULL,0,0,10.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4904,遠傳,1,2013-04-16 00:00:00.000,0.0325595336387582,35,74,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4905,台聯電,2,2013-03-21 00:00:00.000,0.0274098124552358,34,21.6,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
4906,正文,1,NULL,0,0,30.9,2013-09-13 00:00:00.000,中國網路元年,NULL,NULL,N
4907,正華,2,NULL,0,0,13.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4908,前鼎,2,2013-03-11 00:00:00.000,0.0412815423460875,46,22.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4909,新復興,2,NULL,0,0,32.65,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4911,德英,2,NULL,0,0,57.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4912,F-聯德,2,NULL,0,0,51.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4915,致伸,1,NULL,0,0,22.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
4916,事欣科,1,2014-02-07 00:00:00.000,0.252813975157577,0,0,NULL,NULL,NULL,NULL,NULL
4919,新唐,1,NULL,0,0,26.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4924,F-欣厚,2,NULL,0,0,18.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4927,F-泰鼎,2,2013-03-13 00:00:00.000,0.0448729931783651,33,32.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4930,燦星網,1,NULL,0,0,11.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4933,友輝,2,NULL,0,0,81.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4934,太極,1,NULL,0,0,14.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4935,F-茂林,1,NULL,0,0,30,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4938,和碩,1,NULL,0,0,41.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4939,亞電,2,NULL,0,0,17.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4942,嘉彰,1,NULL,0,0,36,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4944,兆遠,2,2013-02-27 00:00:00.000,0.0939437444185933,47,25.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4946,辣椒,2,NULL,0,0,49.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4947,F-昂寶,2,NULL,0,0,166.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4950,牧東,2,NULL,0,0,13.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4952,凌通,1,NULL,0,0,30.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4953,緯軟,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4956,光鋐,1,2013-02-22 00:00:00.000,0.076531179953149,20,21.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4958,F-臻鼎,1,NULL,0,0,71.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4960,奇美材,1,NULL,0,0,33.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4965,商店街,2,NULL,0,0,163,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4966,F-譜瑞,2,NULL,0,0,210.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
4968,立積,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
4971,F-IET,2,NULL,0,0,62.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
4972,湯石,2,NULL,0,0,26.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
4973,廣穎,2,NULL,0,0,39.65,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
4974,亞泰,2,NULL,0,0,39.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
