stockid,stkname,cl,minbw_dte,minbw,sqdays,price,dte,rmk,web,model,flgbasic
2230,泰茂,2,NULL,0,0,22.75,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
2231,為升,2,NULL,0,0,99.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2233,宇隆,2,NULL,0,0,139.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2235,謚源,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2236,F-百達,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2301,光寶科,1,NULL,0,0,51.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2302,麗正,1,NULL,0,0,4.58,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
2303,聯電,1,2013-04-18 00:00:00.000,0.0283171535900574,38,12.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2305,全友,1,NULL,0,0,3.7,2013-09-13 00:00:00.000,NULL,NULL,2.3,N
2308,台達電,1,NULL,0,0,136,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2311,日月光,1,NULL,0,0,27.3,2013-09-13 00:00:00.000,NULL,NULL,3.1;5.2,N
2312,金寶,1,NULL,0,0,11,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2313,華通,1,2013-02-25 00:00:00.000,0.0367255648408368,42,14.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2314,台揚,1,NULL,0,0,19.45,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2315,神達,1,NULL,0,0,10.2,2013-04-26 00:00:00.000,NULL,NULL,NULL,N
2316,楠梓電,1,NULL,0,0,11.85,2013-09-13 00:00:00.000,NULL,NULL,2.3,N
2317,鴻海,1,NULL,0,0,75,2013-09-13 00:00:00.000,NULL,NULL,5.2,X
2321,東訊,1,NULL,0,0,3.4,2013-09-13 00:00:00.000,中國大陸預計在33個城市推動「平安城市」計畫，其中東訊可望取得四川與南京等城市WiMAX專用網的訂單，公司預估下半年出貨量將會放大，在終端設備部分會出貨15-20萬套。董事長劉兆凱強調，東訊在WiMAX市場佈局完整，和三星等四大WiMAX設備廠都已經完成了互通性測試，今年在WiMAX 產值將可達7000萬美元。,NULL,NULL,N
2323,中環,1,NULL,0,0,4.78,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2324,仁寶,1,NULL,0,0,21.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2325,矽品,1,NULL,0,0,34.9,2013-09-13 00:00:00.000,NULL,NULL,3.1;4.2a,N
2327,國巨,1,2013-02-06 00:00:00.000,0.0364202798479018,30,9.29,2013-04-26 00:00:00.000,NULL,NULL,NULL,N
2328,廣宇,1,NULL,0,0,24.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2329,華泰,1,NULL,0,0,5.15,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2330,台積電,1,NULL,0,0,102.5,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2331,精英,1,NULL,0,0,12.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2332,友訊,1,NULL,0,0,16.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2337,旺宏,1,NULL,0,0,7.18,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2338,光罩,1,2013-02-22 00:00:00.000,0.0219056709033478,27,9.53,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2340,光磊,1,NULL,0,0,11.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2341,英群,1,NULL,0,0,0.34,2012-11-12 00:00:00.000,NULL,NULL,NULL,X
2342,茂矽,1,NULL,0,0,5.31,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2344,華邦電,1,NULL,0,0,7.82,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2345,智邦,1,NULL,0,0,16.15,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
2347,聯強,1,NULL,0,0,49.05,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2348,力廣,1,2013-09-13 00:00:00.000,0,0,0,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2349,錸德,1,NULL,0,0,5.12,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2350,環電,1,NULL,0,0,20.8,2010-06-15 00:00:00.000,NULL,NULL,5.1,X
2351,順德,1,NULL,0,0,33,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2352,佳世達,1,NULL,0,0,6.78,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2353,宏碁,1,NULL,0,0,20.15,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2354,鴻準,1,2013-03-26 00:00:00.000,0.0360388480053827,29,76,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2355,敬鵬,1,NULL,0,0,51,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2356,英業達,1,NULL,0,0,27.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2357,華碩,1,NULL,0,0,237.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2358,美格,1,NULL,0,0,10,2013-09-13 00:00:00.000,NULL,NULL,2.1a;5.1a,N
2359,所羅門,1,NULL,0,0,12.2,2013-04-26 00:00:00.000,NULL,NULL,NULL,N
2360,致茂,1,NULL,0,0,66.1,2013-09-13 00:00:00.000,電動車概念首選,NULL,NULL,N
2361,鴻友,1,2013-09-13 00:00:00.000,0,0,0,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2362,藍天,1,NULL,0,0,58.8,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2363,矽統,1,2013-03-08 00:00:00.000,0.0515121346293379,37,9.37,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2364,倫飛,1,2013-03-15 00:00:00.000,0.0416719814140179,22,3.02,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2365,昆盈,1,NULL,0,0,11.2,2013-09-13 00:00:00.000,家用機器人,NULL,4.2;5.2,N
2367,燿華,1,NULL,0,0,13.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2368,金像電,1,NULL,0,0,6.47,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2369,菱生,1,NULL,0,0,15.35,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2371,大同,1,NULL,0,0,7.53,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2373,震旦行,1,NULL,0,0,56.3,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2374,佳能,1,2013-03-08 00:00:00.000,0.0208934571144164,19,22.05,2013-09-13 00:00:00.000,NULL,NULL,2.3,N
2375,智寶,1,NULL,0,0,7,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
2376,技嘉,1,NULL,0,0,28.05,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
2377,微星,1,NULL,0,0,19,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2379,瑞昱,1,NULL,0,0,69.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2380,虹光,1,2013-03-12 00:00:00.000,0.0317261642418724,18,7.8,2013-09-13 00:00:00.000,NULL,NULL,2.1;5.1,N
2381,華宇,1,NULL,0,0,1.82,2012-10-12 00:00:00.000,NULL,NULL,NULL,X
2382,廣達,1,NULL,0,0,66.5,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2383,台光電,1,NULL,0,0,25.25,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
2384,勝華,1,NULL,0,0,12.35,2013-09-13 00:00:00.000,NULL,NULL,3.1a;3.2,N
2385,群光,1,NULL,0,0,72.3,2013-09-13 00:00:00.000,NATAL鏡頭,http://www.wretch.cc/blog/eagle99/11082031,NULL,N
2387,精元,1,NULL,0,0,11.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2388,威盛,1,NULL,0,0,21.5,2013-09-13 00:00:00.000,NULL,NULL,5.4a;5.1a,N
2390,云辰,1,2013-03-29 00:00:00.000,0.0862561112397478,36,18.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2391,合勤,1,NULL,0,0,19.4,2010-08-03 00:00:00.000,NULL,NULL,NULL,X
2392,正崴,1,NULL,0,0,59.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2393,億光,1,2013-04-18 00:00:00.000,0.0522091238738546,51,50,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2395,研華,1,NULL,0,0,163.5,2013-09-13 00:00:00.000,工業電腦龍頭，成立以來沒有虧損過。兼具搏奕概念；成立研華數字醫療團隊，切入醫院開刀、加護病房資訊化系統、醫療護理設備、床邊資訊娛樂系統、醫療影像系統等,NULL,3.1,N
2396,精碟,2,NULL,0,0,0.17,2011-05-13 00:00:00.000,NULL,NULL,NULL,X
2397,友通,1,NULL,0,0,33.5,2013-09-13 00:00:00.000,NULL,NULL,4.2,N
2399,映泰,1,NULL,0,0,10.65,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2401,凌陽,1,NULL,0,0,12.25,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2402,毅嘉,1,NULL,0,0,15.85,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2403,友尚,1,NULL,0,0,49.4,2010-11-08 00:00:00.000,三星通路,NULL,5.2,X
2404,漢唐,1,NULL,0,0,30.9,2013-09-13 00:00:00.000,半導體資本支出受惠股,NULL,NULL,N
2405,浩鑫,1,NULL,0,0,12.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2406,國碩,1,NULL,0,0,18.8,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2408,南科,1,NULL,0,0,4.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2409,友達,1,2013-04-23 00:00:00.000,0.046600686231862,41,11.5,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2412,中華電,1,2013-03-28 00:00:00.000,0.0138504303716346,58,94.3,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2413,環科,1,NULL,0,0,8.6,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2414,精技,1,NULL,0,0,13.7,2013-09-13 00:00:00.000,NULL,NULL,2.3,N
2415,錩新,1,NULL,0,0,12.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2417,圓剛,1,NULL,0,0,12.95,2013-09-13 00:00:00.000,NB電視卡,NULL,5.2,N
2419,仲琦,1,2013-03-14 00:00:00.000,0.0360537555011077,44,15.5,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2420,新巨,1,NULL,0,0,29.85,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2421,建準,1,NULL,0,0,16.85,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2423,固緯,1,NULL,0,0,17.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2424,隴華,1,NULL,0,0,34.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2425,承啟,1,NULL,0,0,47.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2426,鼎元,1,NULL,0,0,5.43,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
2427,三商電,1,2013-03-08 00:00:00.000,0.038720609489627,29,8.37,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2428,興勤,1,NULL,0,0,35,2013-09-13 00:00:00.000,高成長低本益比,NULL,3.1,N
2429,永兆,1,2013-09-13 00:00:00.000,0,0,0,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2430,燦坤,1,NULL,0,0,40.95,2013-09-13 00:00:00.000,NULL,http://www.wretch.cc/blog/eagle99/11081812,5.2,N
2431,聯昌,1,2013-03-08 00:00:00.000,0.0399571532547809,10,8.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2433,互盛電,1,NULL,0,0,41.05,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2434,統懋,1,2013-04-03 00:00:00.000,0.0597321055622743,45,5.71,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2436,偉詮電,1,NULL,0,0,25.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2437,旺詮,1,NULL,0,0,42.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2438,英誌,1,NULL,0,0,3.06,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2439,美律,1,NULL,0,0,81.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2440,太空梭,1,NULL,0,0,8.01,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2441,超豐,1,NULL,0,0,24.85,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2442,美齊,1,NULL,0,0,8.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2443,新利虹,1,NULL,0,0,2.56,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2444,友旺,1,2013-03-29 00:00:00.000,0.0406235532851792,44,5.94,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2448,晶電,1,2013-03-15 00:00:00.000,0.0726719699299156,36,53.6,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2449,京元電,1,2013-04-02 00:00:00.000,0.0330551900191713,19,22,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
2450,神腦,1,2013-04-03 00:00:00.000,0.0345299709453501,60,95.7,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2451,創見,1,NULL,0,0,91.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2452,乾坤,1,NULL,0,0,93.6,2010-03-24 00:00:00.000,NULL,NULL,NULL,X
2453,凌群,1,NULL,0,0,12.65,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2454,聯發科,1,NULL,0,0,370.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2455,全新,1,NULL,0,0,31.1,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2456,奇力新,1,NULL,0,0,23.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2457,飛宏,1,NULL,0,0,18.05,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
2458,義隆,1,NULL,0,0,50.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2459,敦吉,1,NULL,0,0,27.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2460,建通,1,NULL,0,0,11.05,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2461,光群雷,1,NULL,0,0,16.5,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
2462,良得電,1,NULL,0,0,25.55,2013-09-13 00:00:00.000,NULL,NULL,3.1a;3.2,N
2463,研揚,1,NULL,0,0,57.5,2011-05-25 00:00:00.000,NULL,NULL,NULL,X
2464,盟立,1,NULL,0,0,24.85,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2465,麗臺,1,NULL,0,0,5.44,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2466,冠西電,1,NULL,0,0,30.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2467,志聖,1,NULL,0,0,20.15,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2468,華經,1,NULL,0,0,10.65,2013-09-13 00:00:00.000,NULL,NULL,2.3,N
2471,資通,1,NULL,0,0,17.8,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2472,立隆電,1,NULL,0,0,20.85,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2473,思源,1,2012-11-21 00:00:00.000,0.00812604681075758,22,56.8,2012-11-21 00:00:00.000,NULL,NULL,3.1a,X
2474,可成,1,2013-03-28 00:00:00.000,0.074350951384728,51,147.5,2013-09-13 00:00:00.000,CULV熱賣有利鋁鎂機殼且鴻海跨足NB鴻準客戶應會轉單,NULL,5.2,N
2475,華映,1,NULL,0,0,1.71,2013-09-13 00:00:00.000,NULL,NULL,2.3,N
2476,鉅祥,1,NULL,0,0,18.1,2013-09-13 00:00:00.000,NULL,NULL,2.3,N
2477,美隆電,1,NULL,0,0,18.05,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2478,大毅,1,NULL,0,0,15.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2480,敦陽科,1,NULL,0,0,25.05,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
2481,強茂,1,NULL,0,0,11.9,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2482,連宇,1,2013-03-14 00:00:00.000,0.0351472416892347,26,13.45,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2483,百容,1,NULL,0,0,14.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2484,希華,1,NULL,0,0,14.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2485,兆赫,1,NULL,0,0,30.75,2013-09-13 00:00:00.000,NULL,NULL,4.2,N
2486,一詮,1,2013-04-19 00:00:00.000,0.0444526147602887,49,17.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2488,漢平,1,NULL,0,0,30.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2489,瑞軒,1,NULL,0,0,19.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2491,吉祥全,1,NULL,0,0,1.98,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2492,華新科,1,NULL,0,0,7.68,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2493,揚博,1,NULL,0,0,25.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2495,普安,1,NULL,0,0,14.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2496,卓越,1,2013-09-13 00:00:00.000,0,0,0,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2497,怡利電,1,NULL,0,0,46,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2498,宏達電,1,NULL,0,0,138,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
2499,東貝,1,NULL,0,0,24,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2501,國建,1,NULL,0,0,21.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2504,國產,1,NULL,0,0,11.4,2013-09-13 00:00:00.000,留意加碼點,NULL,NULL,N
2505,國揚,1,NULL,0,0,19.2,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2506,太設,1,NULL,0,0,9.26,2013-09-13 00:00:00.000,NULL,NULL,3.2,N
2509,全坤興,1,NULL,0,0,20.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2511,太子,1,NULL,0,0,16.85,2013-09-13 00:00:00.000,NULL,NULL,3.1,N
2514,龍邦,1,NULL,0,0,19.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2515,中工,1,NULL,0,0,8.27,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2516,新建,1,NULL,0,0,8.01,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2520,冠德,1,NULL,0,0,38.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2524,京城,1,2013-03-15 00:00:00.000,0.0407942529797714,39,28.15,2013-09-13 00:00:00.000,NULL,NULL,3.2,N
2526,大陸,1,NULL,0,0,12.4,2010-03-25 00:00:00.000,NULL,NULL,NULL,X
2527,宏璟,1,NULL,0,0,13.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2528,皇普,1,NULL,0,0,13.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2530,華建,1,2013-02-01 00:00:00.000,0.0327096427586156,17,11.5,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2534,宏盛,1,NULL,0,0,23.65,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2535,達欣工,1,NULL,0,0,26.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2536,宏普,1,NULL,0,0,29.4,2013-09-13 00:00:00.000,NULL,NULL,4.2,N
2537,聯上發,1,NULL,0,0,17.35,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2538,基泰,1,2013-03-21 00:00:00.000,0.0344907946865533,32,20.85,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2539,櫻花建,1,NULL,0,0,30,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2540,金尚昌,1,NULL,0,0,35.6,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2542,興富發,1,NULL,0,0,66.9,2013-09-13 00:00:00.000,高殖利率,NULL,NULL,X
2543,皇昌,1,NULL,0,0,7.84,2013-09-13 00:00:00.000,NULL,NULL,2.3,N
2545,皇翔,1,NULL,0,0,65.5,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
2546,根基,1,NULL,0,0,16,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2547,日勝生,1,NULL,0,0,25.75,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2548,華固,1,NULL,0,0,86.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2596,綠意,2,NULL,0,0,18.55,2013-09-13 00:00:00.000,NULL,NULL,4.2a,N
2597,潤弘,1,NULL,0,0,58,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2601,益航,1,NULL,0,0,20.05,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2603,長榮,1,NULL,0,0,18.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2605,新興,1,NULL,0,0,28.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2606,裕民,1,NULL,0,0,50.7,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
2607,榮運,1,2013-03-11 00:00:00.000,0.0353836626759454,26,18.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2608,大榮,1,NULL,0,0,37.55,2013-09-13 00:00:00.000,亞洲糖王郭鶴年旗下的嘉里物流集團去年第四季入主大榮後，結合嘉里物流在海運及空運的優勢，加上兩岸三通帶來的貨運商機，未來營運前景樂觀。,NULL,NULL,N
2609,陽明,1,NULL,0,0,13.65,2013-09-13 00:00:00.000,NULL,NULL,3.1;5.2,N
2610,華航,1,NULL,0,0,10.95,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2611,志信,1,NULL,0,0,12.4,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2612,中航,1,NULL,0,0,39.9,2013-09-13 00:00:00.000,NULL,http://www.wretch.cc/blog/eagle99/11079826,NULL,N
2613,中櫃,1,2013-03-15 00:00:00.000,0.0423827762837372,30,17.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2614,東森,1,NULL,0,0,4.96,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2615,萬海,1,NULL,0,0,16.8,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2616,山隆,1,NULL,0,0,23.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2617,台航,1,NULL,0,0,28.6,2013-09-13 00:00:00.000,NULL,NULL,3.1a,N
2618,長榮航,1,NULL,0,0,16.55,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
2634,漢翔,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2636,台驊,2,NULL,0,0,21,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2637,F-慧洋,1,NULL,0,0,37.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2640,大車隊,2,NULL,0,0,161.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
2641,正德,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2642,宅配通,1,2014-02-07 00:00:00.000,0.0992906638257611,0,0,NULL,NULL,NULL,NULL,NULL
2701,萬企,1,NULL,0,0,14.15,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2702,華園,1,NULL,0,0,18.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2704,國賓,1,NULL,0,0,28.45,2013-09-13 00:00:00.000,陸客觀光首選,NULL,NULL,N
2705,六福,1,2013-03-14 00:00:00.000,0.0420490642032273,47,12.45,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2706,第一店,1,NULL,0,0,18.8,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2707,晶華,1,NULL,0,0,351.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2712,遠雄來,1,2014-02-07 00:00:00.000,0.0514216657954362,0,0,NULL,NULL,NULL,NULL,NULL
2718,桃園店,2,2013-09-13 00:00:00.000,0,0,0,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2719,燦星旅,2,NULL,0,0,25.45,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2722,夏都,1,NULL,0,0,41.1,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2723,F-美食,1,NULL,0,0,225,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2724,F-富驛,2,NULL,0,0,47,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
2726,F-雅茗,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2727,王品,1,2013-03-25 00:00:00.000,0.0205313243154461,37,430,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2729,瓦城,2,NULL,0,0,256.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,NULL
2731,雄獅,1,2014-02-07 00:00:00.000,0.152076855082195,0,0,NULL,NULL,NULL,NULL,NULL
2732,六角,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2734,易飛網,2,2014-02-07 00:00:00.000,0.223678634962265,0,0,NULL,NULL,NULL,NULL,NULL
2740,天蔥,2,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL
2801,彰銀,1,NULL,0,0,17,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2809,京城銀,1,2013-04-23 00:00:00.000,0.0366153827751123,49,25.35,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2812,台中銀,1,NULL,0,0,10.3,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2816,旺旺保,1,2013-04-16 00:00:00.000,0.0333492529152826,42,18,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2820,華票,1,NULL,0,0,11.45,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2823,中壽,1,NULL,0,0,29.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2832,台產,1,NULL,0,0,21.75,2013-09-13 00:00:00.000,NULL,NULL,3.1;5.2,N
2833,台壽保,1,NULL,0,0,20.85,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2833A,台壽甲,1,NULL,0,0,36.55,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2834,臺企銀,1,NULL,0,0,8.76,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2836,高雄銀,1,2013-04-26 00:00:00.000,0.0335120608598536,76,9.45,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2837,萬泰銀,1,NULL,0,0,14.5,2013-09-13 00:00:00.000,NULL,NULL,NULL,X
2838,聯邦銀,1,NULL,0,0,10.7,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2841,台開,1,NULL,0,0,11,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2845,遠東銀,1,NULL,0,0,11.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2847,大眾銀,1,NULL,0,0,10,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2849,安泰銀,1,2013-04-16 00:00:00.000,0.0548031737945149,68,13.95,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2850,新產,1,NULL,0,0,21.85,2013-09-13 00:00:00.000,NULL,NULL,5.1,N
2851,中再保,1,NULL,0,0,12.95,2013-09-13 00:00:00.000,NULL,NULL,5.2,N
2852,第一保,1,NULL,0,0,18.75,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2854,寶來證,1,NULL,0,0,19.5,2011-09-20 00:00:00.000,NULL,NULL,NULL,X
2855,統一證,1,NULL,0,0,17.25,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
2856,元富證,1,NULL,0,0,9.58,2013-09-13 00:00:00.000,NULL,NULL,NULL,N
